WCI_Rank,district_id,Demand_Signal,Mean_Distribution_Gap,Valid_Audit_Cycles,Mean_Panel_Coverage_Pct_x,Coverage_Status_x,Total_Population,Estimated_Total_Retail_Universe,District_Code_x,Mean_Panel_Coverage_Pct_y,Coverage_Status_y,District_Code_y,Mean_Panel_Coverage_Pct,Coverage_Status,Market_Opportunity,Competitive_Intensity,WCI,WCI_Priority,Recommended_Target
307,DST_0151,0.6313725490196078,0.3618241290018751,24,88.58125,RELIABLE,7214225,14255,DST_0151,88.58125,RELIABLE,DST_0151,88.58125,RELIABLE,OTHER,0.9017195216743336,0.4304121878746131,LOW,NOT_RECOMMENDED
308,DST_0237,0.12009803921568629,0.6253106504239153,24,26.194999999999997,UNKNOWN,515812,535,DST_0237,26.194999999999997,UNKNOWN,DST_0237,26.194999999999997,UNKNOWN,OTHER,0.238584706137592,0.4251859040679108,LOW,NOT_RECOMMENDED
309,DST_0164,0.27303921568627454,0.4258121772662408,24,62.20458333333334,RELIABLE,585449,869,DST_0164,62.20458333333334,RELIABLE,DST_0164,62.20458333333334,RELIABLE,OTHER,0.24442161017456748,0.42301758706709436,LOW,NOT_RECOMMENDED
310,DST_0229,0.13088235294117648,0.6062804502131572,24,16.204583333333336,UNKNOWN,609990,573,DST_0229,16.204583333333336,UNKNOWN,DST_0229,16.204583333333336,UNKNOWN,OTHER,0.24328473217033797,0.42243826996406686,LOW,NOT_RECOMMENDED
311,DST_0166,0.25441176470588234,0.4496454667043653,24,37.214166666666664,UNKNOWN,2092371,2699,DST_0166,37.214166666666664,UNKNOWN,DST_0166,37.214166666666664,UNKNOWN,OTHER,0.2563443742209454,0.42059233261998585,LOW,NOT_RECOMMENDED
312,DST_0256,0.3063725490196078,0.3784379100478079,23,65.40708333333333,RELIABLE,2039547,2431,DST_0256,65.40708333333333,RELIABLE,DST_0256,65.40708333333333,RELIABLE,OTHER,0.2509548570622823,0.4201299441630998,LOW,NOT_RECOMMENDED
313,DST_0193,0.2872549019607843,0.4118481001766447,24,41.77583333333333,UNKNOWN,5167600,6159,DST_0193,41.77583333333333,UNKNOWN,DST_0193,41.77583333333333,UNKNOWN,OTHER,0.28438198394409614,0.4165351441553593,LOW,NOT_RECOMMENDED
314,DST_0285,0.2892156862745098,0.38912006081158046,22,49.63791666666666,UNKNOWN,1872000,2152,DST_0285,49.63791666666666,UNKNOWN,DST_0285,49.63791666666666,UNKNOWN,OTHER,0.252529867294053,0.41583310664877193,LOW,NOT_RECOMMENDED
315,DST_0218,0.12205882352941178,0.5930419964683012,24,24.328333333333333,UNKNOWN,1099526,1110,DST_0218,24.328333333333333,UNKNOWN,DST_0218,24.328333333333333,UNKNOWN,OTHER,0.24675438010003625,0.4131402933321335,LOW,NOT_RECOMMENDED
316,DST_0020,0.22941176470588237,0.45711099245302417,24,34.93625,UNKNOWN,2204307,2843,DST_0020,34.93625,UNKNOWN,DST_0020,34.93625,UNKNOWN,OTHER,0.2647267682664833,0.4102787878229089,LOW,NOT_RECOMMENDED
317,DST_0186,0.23529411764705882,0.4475037635148766,24,45.812916666666666,UNKNOWN,8161961,9500,DST_0186,45.812916666666666,UNKNOWN,DST_0186,45.812916666666666,UNKNOWN,OTHER,0.29583486119173663,0.4033416979330359,LOW,NOT_RECOMMENDED
318,DST_0114,0.24166666666666664,0.4115773949745177,24,40.566250000000004,UNKNOWN,5954391,6847,DST_0114,40.566250000000004,UNKNOWN,DST_0114,40.566250000000004,UNKNOWN,OTHER,0.28158315986362137,0.39648545626835696,LOW,NOT_RECOMMENDED
319,DST_0014,0.19264705882352942,0.4673855569214833,24,40.94833333333333,UNKNOWN,4229917,5278,DST_0014,40.94833333333333,UNKNOWN,DST_0014,40.94833333333333,UNKNOWN,OTHER,0.2697838688168848,0.3963193476297304,LOW,NOT_RECOMMENDED
320,DST_0139,0.2068627450980392,0.43627543738489916,24,57.718333333333334,UNKNOWN,4483992,4340,DST_0139,57.718333333333334,UNKNOWN,DST_0139,57.718333333333334,UNKNOWN,OTHER,0.2697964486704616,0.39182534864474,LOW,NOT_RECOMMENDED
321,DST_0204,0.25049019607843137,0.37730315487073157,24,40.606249999999996,UNKNOWN,3596674,3280,DST_0204,40.606249999999996,UNKNOWN,DST_0204,40.606249999999996,UNKNOWN,OTHER,0.2663124088228247,0.39151421067548525,LOW,NOT_RECOMMENDED
322,DST_0231,0.2122549019607843,0.39465243561747415,24,37.567083333333336,UNKNOWN,552037,603,DST_0231,37.567083333333336,UNKNOWN,DST_0231,37.567083333333336,UNKNOWN,OTHER,0.22779779845017917,0.38808349865843306,LOW,NOT_RECOMMENDED
323,DST_0065,0.5122549019607843,0.34597328951376216,24,86.90750000000001,RELIABLE,7088403,15594,DST_0065,86.90750000000001,RELIABLE,DST_0065,86.90750000000001,RELIABLE,OTHER,0.9285086640047453,0.3659036244112206,LOW,NOT_RECOMMENDED
324,DST_0001,0.4950980392156863,0.3651084395292642,23,85.03791666666667,RELIABLE,9356962,18500,DST_0001,85.03791666666667,RELIABLE,DST_0001,85.03791666666667,RELIABLE,OTHER,0.9888653555884716,0.352809000364607,LOW,NOT_RECOMMENDED
325,DST_0036,0.4970588235294118,0.34926200651304745,24,85.4975,RELIABLE,9621551,18500,DST_0036,85.4975,RELIABLE,DST_0036,85.4975,RELIABLE,OTHER,0.9862853881293414,0.3486610952419336,LOW,NOT_RECOMMENDED
326,DST_0321,0.1823529411764706,0.1437077351175406,15,60.98,RELIABLE,1016520,998,DST_0321,60.98,RELIABLE,DST_0321,60.98,RELIABLE,OTHER,0.00810473722914539,0.3307355833747219,LOW,NOT_RECOMMENDED
327,DST_0079,0.0696078431372549,0.133177523298431,18,45.56125,UNKNOWN,1506843,1564,DST_0079,45.56125,UNKNOWN,DST_0079,45.56125,UNKNOWN,OTHER,0.011974989600030309,0.2755406646462095,LOW,NOT_RECOMMENDED
328,DST_0174,0.03431372549019608,0.15518900029676577,17,60.44416666666667,RELIABLE,2127086,1969,DST_0174,60.44416666666667,RELIABLE,DST_0174,60.44416666666667,RELIABLE,OTHER,0.013495583517329938,0.26705820987099027,LOW,NOT_RECOMMENDED
329,DST_0340,0.033823529411764704,0.13908974808010202,19,47.70458333333334,UNKNOWN,817420,699,DST_0340,47.70458333333334,UNKNOWN,DST_0340,47.70458333333334,UNKNOWN,OTHER,0.014318363587022095,0.2610383273459254,LOW,NOT_RECOMMENDED
330,DST_0296,0.023529411764705882,0.1424786056777177,16,54.27125,UNKNOWN,953000,869,DST_0296,54.27125,UNKNOWN,DST_0296,54.27125,UNKNOWN,OTHER,0.010586180105720013,0.2583385112601749,LOW,NOT_RECOMMENDED
331,DST_0178,0.04558823529411765,0.10045421041000983,19,49.94416666666667,UNKNOWN,228291,217,DST_0178,49.94416666666667,UNKNOWN,DST_0178,49.94416666666667,UNKNOWN,OTHER,0.007474685148912051,0.254178742496074,LOW,NOT_RECOMMENDED
332,DST_0022,0.029411764705882353,0.12209195329807561,15,57.312083333333334,UNKNOWN,2586258,2829,DST_0022,57.312083333333334,UNKNOWN,DST_0022,57.312083333333334,UNKNOWN,OTHER,0.015670117811301017,0.2528334542097133,LOW,NOT_RECOMMENDED
333,DST_0269,0.029901960784313727,0.11819702789915688,17,56.2775,UNKNOWN,2603751,2338,DST_0269,56.2775,UNKNOWN,DST_0269,56.2775,UNKNOWN,OTHER,0.015240158700918837,0.2517768103774623,LOW,NOT_RECOMMENDED
334,DST_0136,0.025490196078431372,0.12277860390712263,20,52.59375,UNKNOWN,4092845,4019,DST_0136,52.59375,UNKNOWN,DST_0136,52.59375,UNKNOWN,OTHER,0.023122439693938065,0.24981861166399943,LOW,NOT_RECOMMENDED
335,DST_0062,0.008823529411764706,0.13372019801418808,14,56.14208333333334,UNKNOWN,1020791,1059,DST_0062,56.14208333333334,UNKNOWN,DST_0062,56.14208333333334,UNKNOWN,OTHER,0.016164626921379096,0.24753973215598413,LOW,NOT_RECOMMENDED
336,DST_0205,0.00980392156862745,0.13053102561862884,18,52.142500000000005,UNKNOWN,2930115,2877,DST_0205,52.142500000000005,UNKNOWN,DST_0205,52.142500000000005,UNKNOWN,OTHER,0.015573069135016392,0.24698300984539917,LOW,NOT_RECOMMENDED
337,DST_0203,0.015196078431372547,0.11748156958644286,19,60.3175,RELIABLE,3502404,3439,DST_0203,60.3175,RELIABLE,DST_0203,60.3175,RELIABLE,OTHER,0.016829643589845292,0.2445908559314036,LOW,NOT_RECOMMENDED
338,DST_0217,0.0196078431372549,0.1067489761698453,19,54.43208333333333,UNKNOWN,1486777,1626,DST_0217,54.43208333333333,UNKNOWN,DST_0217,54.43208333333333,UNKNOWN,OTHER,0.008003770689178845,0.2445849169333748,LOW,NOT_RECOMMENDED
339,DST_0061,0.018137254901960782,0.10404332635818256,14,64.84041666666667,RELIABLE,1174271,1251,DST_0061,64.84041666666667,RELIABLE,DST_0061,64.84041666666667,RELIABLE,OTHER,0.017331904193056864,0.24111054809263488,LOW,NOT_RECOMMENDED
340,DST_0129,0.020098039215686276,0.0879275836460076,14,62.26625000000001,RELIABLE,3681896,3821,DST_0129,62.26625000000001,RELIABLE,DST_0129,62.26625000000001,RELIABLE,OTHER,0.014225727048857143,0.23697362651339005,LOW,NOT_RECOMMENDED
