audit_date,month_id,district_id,district_name,state,competitor_brand,numeric_distribution_pct,weighted_distribution_pct,stocking_outlet_count,exclusive_branded_chillers_deployed,promotional_intensity_score_1_to_10,active_retail_scheme
2026/06/11,2026-06,DST_0074,Thanjavur,Tamil Nadu,PulseDrop,25.27,41.33,783,90,3.93,None
10-05-2025,2025-05,DST_0168,Patan,Gujarat,Apex Energy,29.77,60.51,437,59,4.52,None
1725809160000,2024-09,DST_0219,Siddipet,Telangana,BullForce,53.68,35.78,541,84,4.77,Seasonal_Discount
2025-11-09T00:00:00+05:30,2025-11,0258,Baran,Rajasthan,Torque,51.85,54.82,693,94,4.08,None
05-06-25,2025-05,DST_0129,Budaun,Uttar Pradesh,Voltix,18.18,14.43,694,5,2.09,None
04-01-2026,2026-01,DST_0043,Shivamogga,Karnataka,PulseDrop,39.54,47.52,903,133,5.07,Seasonal_Discount
08-12-2024,2024-12,DST_0063,Gadag,Karnataka,Torque,46.95,38.97,651,113,4.38,Seasonal_Discount
02-10-26,2026-02,DST_0130,Shahjahanpur,Uttar Pradesh,Apex Energy,30.15,50.44,978,85,5.31,Seasonal_Discount
2025/04/03,2025-04,DST_0199,Alipurduar,West Bengal,PulseDrop,37.86,33.95,593,52,3.71,Seasonal_Discount
11-12-25,2025-11,DST_0188,Hooghly,West Bengal,BullForce,35.87,63.87,2664,291,2.8,Seasonal_Discount
20-06-2025,2025-06,DST_0188,Hooghly,West Bengal,Apex Energy,80.11,86.13,5950,3087,8.03,Active_BOGO_Scheme
12-09-2024,2024-09,DST_0045,Ballari,Karnataka,BullForce,47.91,55.01,1548,163,4.86,None
10-15-24,2024-10,DST_0208,Medchal-Malkajgiri,Telangana,Voltix,54.26,43.73,2745,507,4.55,Seasonal_Discount
2026/08/06,2026-08,DST_0263,Jalore,Rajasthan,Apex Energy,38.08,49.84,634,38,3.6,None
2026/07/10,2026-07,DST_0020,Chandrapur,Maharashtra,Apex Energy,25.07,57.32,712,79,4.97,Seasonal_Discount
2024-10-17T00:00:00Z,2024-10,0153,Vadodara,Gujarat,Torque,61.95,48.41,3870,952,4.71,Discount_10pct
2025/10/02,2025-10,0066,Coimbatore,Tamil Nadu,PulseDrop,31.22,42.78,2012,265,3.54,Seasonal_Discount
06-17-26,2026-06,DST_0136,Hardoi,Uttar Pradesh,Apex Energy,13.82,29.21,555,1,1.73,None
12-03-2025,2025-03,DST_0059,Ramanagara,Karnataka,PulseDrop,26.07,58.0,324,34,3.5,None
17-04-2025,2025-04,0261,Dungarpur,Rajasthan,Torque,36.39,40.08,446,62,3.09,None
10-03-2026,2026-03,DST_0232,Jayashankar Bhupalpally,Telangana,Voltix,28.93,51.24,109,19,4.7,Seasonal_Discount
02-10-25,2025-02,DST_0179,Gir Somnath,Gujarat,BullForce,40.13,49.42,582,108,5.03,None
2024/10/15,2024-10,DST_0095,Tiruvannamalai,Tamil Nadu,Apex Energy,37.82,62.34,1006,64,5.37,None
12-11-2025,2025-11,DST_0171,Kheda,Gujarat,Apex Energy,48.4,50.82,1248,228,3.5,Seasonal_Discount
2025/04/16,2025-04,DST_0305,Ratlam,Madhya Pradesh,Voltix,34.26,62.12,608,37,5.49,Seasonal_Discount
2025/08/18,2025-08,0135,Amroha,Uttar Pradesh,BullForce,35.04,45.42,741,103,3.42,None
10-21-25,2025-10,DST_0133,Bulandshahr,Uttar Pradesh,BullForce,50.45,44.51,2030,193,3.81,Seasonal_Discount
16-05-2025,2025-05,DST_0047,Davanagere,Karnataka,Apex Energy,54.97,64.84,1334,225,4.77,Seasonal_Discount
2025/08/19,2025-08,0061,Yadgir,Karnataka,Voltix,18.03,21.16,225,4,1.6,None
2025-04-19T00:00:00Z,2025-04,DST_0324,Seoni,Madhya Pradesh,Voltix,44.15,61.78,588,49,3.75,None
2025-05-18T00:00:00+05:30,2025-05,0203,Birbhum,West Bengal,Voltix,11.82,27.17,406,1,1.52,None
2024/11/17,2024-11,DST_0099,Kallakurichi,Tamil Nadu,Voltix,54.51,54.86,733,114,4.15,Seasonal_Discount
17-03-2026,2026-03,DST_0039,Belagavi,Karnataka,PulseDrop,45.97,60.77,2526,581,4.37,None
04-20-25,2025-04,0056,Kolar,Karnataka,Torque,49.61,62.35,940,55,3.02,None
16-10-2025,2025-10,DST_0048,Hassan,Karnataka,BullForce,43.07,36.43,836,86,4.79,None
2026/01/07,2026-01,DST_0235,Yadadri Bhuvanagiri,Telangana,Voltix,36.61,33.28,280,19,2.92,Seasonal_Discount
2024/12/15,2024-12,DST_0056,Kolar,Karnataka,BullForce,27.63,39.58,523,66,3.99,
2025/04/09,2025-04,DST_0178,Dang,Gujarat,Apex Energy,18.2,28.18,39,3,2.14,None
10-11-2024,2024-11,DST_0305,Ratlam,Madhya Pradesh,Apex Energy,42.78,55.75,759,132,3.57,Seasonal_Discount
2025-09-15T00:00:00+05:30,2025-09,DST_0161,Morbi,Gujarat,Apex Energy,38.8,33.43,490,96,3.59,Seasonal_Discount
19-12-2024,2024-12,DST_0091,Theni,Tamil Nadu,Torque,26.73,54.75,518,66,2.73,None
03-09-2025,2025-09,DST_0287,Krishna,Andhra Pradesh,Voltix,32.35,46.72,653,119,4.04,Seasonal_Discount
2026/03/16,2026-03,0105,North West Delhi,Delhi NCR,Voltix,31.07,39.37,2403,337,4.19,None
12-03-2026,2026-03,0114,Allahabad (Prayagraj),Uttar Pradesh,PulseDrop,28.2,38.53,1930,110,5.32,None
2025/06/08,2025-06,DST_0002,Mumbai City,Maharashtra,BullForce,76.97,83.46,5223,1807,8.12,None
13-04-2025,2025-04,DST_0239,Jaipur,Rajasthan,Voltix,28.63,46.37,2897,392,4.92,Seasonal_Discount
11-01-2026,2026-01,DST_0057,Koppal,Karnataka,Apex Energy,54.29,48.74,782,71,4.54,
2025-07-03T00:00:00+05:30,2025-07,DST_0086,Pudukkottai,Tamil Nadu,PulseDrop,53.13,39.22,928,92,3.39,Seasonal_Discount
07-02-2025,2025-02,DST_0203,Birbhum,West Bengal,PulseDrop,15.99,17.74,549,1,2.05,None
09-01-2025,2025-01,DST_0120,Aligarh,Uttar Pradesh,Apex Energy,25.93,46.36,1202,234,4.32,Seasonal_Discount
2025/11/08,2025-11,DST_0153,Vadodara,Gujarat,BullForce,58.58,63.73,3660,698,4.73,
21-04-2025,2025-04,DST_0210,Sangareddy,Telangana,Torque,32.53,49.27,640,123,3.09,None
01-19-26,2026-01,0121,Moradabad,Uttar Pradesh,PulseDrop,41.99,49.24,2528,380,2.68,None
2025/04/08,2025-04,DST_0268,Jaisalmer,Rajasthan,PulseDrop,26.11,50.68,171,31,3.93,Seasonal_Discount
02-12-25,2025-02,DST_0190,Purba Medinipur,West Bengal,Apex Energy,41.69,34.43,2055,285,2.73,None
2026-07-09T00:00:00Z,2026-07,0143,Basti,Uttar Pradesh,Torque,31.22,48.04,679,96,4.25,None
06-09-2025,2025-09,0098,Virudhunagar,Tamil Nadu,PulseDrop,36.56,41.05,1074,108,3.26,None
03-08-2026,2026-08,DST_0180,Amreli,Gujarat,PulseDrop,30.17,38.95,531,70,5.43,None
2025/08/20,2025-08,DST_0178,Dang,Gujarat,Voltix,13.81,12.7,29,2,1.95,None
09-04-2026,2026-04,DST_0210,Sangareddy,Telangana,Voltix,35.72,40.84,703,109,5.13,None
12-07-2025,2025-07,DST_0099,Kallakurichi,Tamil Nadu,Torque,45.25,47.9,608,57,5.44,None
2026/04/18,2026-04,DST_0311,Bhind,Madhya Pradesh,PulseDrop,48.86,39.16,956,166,3.84,None
07-18-26,2026-07,DST_0030,Hingoli,Maharashtra,Apex Energy,51.21,36.15,608,101,4.01,None
12-12-2024,2024-12,DST_0143,Basti,Uttar Pradesh,Torque,53.57,34.83,1166,122,2.65,None
08-08-2026,2026-08,DST_0122,Saharanpur,Uttar Pradesh,Voltix,53.16,54.09,2247,196,4.33,Seasonal_Discount
01-14-26,2026-01,DST_0029,Washim,Maharashtra,Torque,33.4,39.16,420,82,4.18,None
2025/02/09,2025-02,DST_0197,Darjeeling,West Bengal,Voltix,37.62,49.96,934,186,3.33,Seasonal_Discount
2026/03/14,2026-03,DST_0310,Morena,Madhya Pradesh,Voltix,52.72,56.93,1177,194,4.27,Seasonal_Discount
1725680040000,2024-09,DST_0013,Sangli,Maharashtra,Torque,26.26,41.64,852,136,3.27,Seasonal_Discount
2025/08/08,2025-08,DST_0291,Anakapalli,Andhra Pradesh,Torque,53.1,56.66,1117,61,3.72,None
2025-11-09T00:00:00+05:30,2025-11,0233,Jangaon,Telangana,Apex Energy,38.38,48.98,213,24,3.51,None
04-06-2025,2025-06,0187,Haora,West Bengal,Torque,44.2,60.98,3605,261,3.37,None
2026-03-11T00:00:00Z,2026-03,0051,Bagalkote,Karnataka,PulseDrop,44.65,32.63,1052,58,5.01,None
2024/09/14,2024-09,DST_0277,Sri Potti Sriramulu Nellore,Andhra Pradesh,PulseDrop,44.55,49.26,1419,197,3.97,Seasonal_Discount
05-05-2025,2025-05,DST_0297,Indore,Madhya Pradesh,PulseDrop,27.26,45.59,1639,139,3.51,None
2025/08/21,2025-08,DST_0224,Bhadradri Kothagudem,Telangana,Voltix,29.31,56.47,390,65,2.83,Seasonal_Discount
2026-04-13T00:00:00+05:30,2026-04,DST_0154,Rajkot,Gujarat,PulseDrop,60.01,48.35,3679,862,5.85,Discount_10pct
2024/10/12,2024-10,0314,Shivpuri,Madhya Pradesh,BullForce,42.22,56.68,756,71,5.43,Seasonal_Discount
16-02-2025,2025-02,0094,Tiruvallur,Tamil Nadu,Apex Energy,40.19,43.92,2562,415,2.96,None
16-01-2025,2025-01,DST_0092,Thoothukudi,Tamil Nadu,Apex Energy,28.41,41.1,745,76,4.38,None
2025/05/02,2025-05,DST_0232,Jayashankar Bhupalpally,Telangana,BullForce,52.59,56.56,199,20,4.59,None
16-05-2025,2025-05,DST_0171,Kheda,Gujarat,Torque,38.85,31.0,1002,193,3.8,None
07-12-2024,2024-12,0308,Katni,Madhya Pradesh,PulseDrop,35.57,36.83,502,78,4.02,Seasonal_Discount
02-05-2025,2025-05,0323,Betul,Madhya Pradesh,Apex Energy,47.52,40.4,808,96,5.25,
02-09-2025,2025-09,DST_0103,North Delhi,Delhi NCR,Torque,35.95,38.0,702,49,4.23,None
1737012780000,2025-01,DST_0123,Gorakhpur,Uttar Pradesh,Torque,39.23,41.6,1856,138,4.09,None
2024/10/10,2024-10,DST_0126,Ayodhya,Uttar Pradesh,PulseDrop,43.84,58.5,1078,80,2.5,
08-06-2025,2025-06,DST_0324,Seoni,Madhya Pradesh,Apex Energy,48.59,61.36,648,43,3.06,
21-06-2026,2026-06,DST_0264,Sirohi,Rajasthan,BullForce,48.45,63.86,542,99,5.1,None
2024/11/13,2024-11,DST_0026,Wardha,Maharashtra,Apex Energy,51.48,64.5,844,98,4.72,None
12-07-2026,2026-07,DST_0250,Sri Ganganagar,Rajasthan,BullForce,32.26,48.37,748,134,3.39,Seasonal_Discount
06-01-2025,2025-01,DST_0138,Raebareli,Uttar Pradesh,Voltix,37.29,47.57,1175,177,2.66,Seasonal_Discount
15-08-2026,2026-08,0040,Hubli-Dharwad,Karnataka,Torque,43.83,49.13,1293,144,5.48,Discount_10pct
07-06-2025,2025-06,DST_0268,Jaisalmer,Rajasthan,PulseDrop,28.51,51.37,187,19,5.19,None
09-04-2026,2026-04,DST_0304,Satna,Madhya Pradesh,PulseDrop,41.4,60.48,1009,92,5.4,None
2025/11/13,2025-11,0136,Hardoi,Uttar Pradesh,BullForce,10.06,15.75,404,5,2.91,None
15-01-2026,2026-01,0125,Mathura,Uttar Pradesh,Voltix,50.31,62.45,1563,251,3.42,None
11-10-2024,2024-10,DST_0305,Ratlam,Madhya Pradesh,Voltix,52.29,41.99,928,111,4.27,Seasonal_Discount
03-15-26,2026-03,DST_0210,Sangareddy,Telangana,BullForce,39.94,48.57,786,71,3.52,None
2024-12-04T00:00:00+05:30,2024-12,DST_0135,Amroha,Uttar Pradesh,Voltix,42.61,48.25,901,128,3.58,None
2026/03/13,2026-03,DST_0092,Thoothukudi,Tamil Nadu,PulseDrop,50.77,51.88,1332,133,5.41,None
12-11-2024,2024-11,0223,Nirmal,Telangana,Voltix,43.09,60.54,334,54,3.21,Seasonal_Discount
18-07-2026,2026-07,DST_0320,Narmadapuram,Madhya Pradesh,BullForce,40.13,43.99,614,69,4.9,Seasonal_Discount
07-05-26,2026-07,DST_0234,Mulugu,Telangana,Voltix,46.77,59.39,102,5,3.38,None
2024/11/15,2024-11,DST_0250,Sri Ganganagar,Rajasthan,Voltix,46.18,45.18,1070,105,5.24,None
18-11-2024,2024-11,DST_0021,Yavatmal,Maharashtra,BullForce,40.96,46.8,1257,238,2.82,Seasonal_Discount
1783354500000,2026-07,0224,Bhadradri Kothagudem,Telangana,BullForce,47.3,46.47,630,39,3.11,Seasonal_Discount
04-08-2025,2025-08,DST_0068,Tiruchirappalli,Tamil Nadu,Voltix,49.95,53.2,2020,491,3.62,Discount_10pct
09-09-2025,2025-09,DST_0076,Kanchipuram,Tamil Nadu,Apex Energy,41.77,48.57,819,141,4.11,None
2026/07/17,2026-07,DST_0228,Wanaparthy,Telangana,PulseDrop,37.52,36.21,221,18,4.5,None
2026/05/14,2026-05,DST_0287,Krishna,Andhra Pradesh,PulseDrop,48.05,52.01,970,188,3.57,Seasonal_Discount
2024-09-12T00:00:00+05:30,2024-09,DST_0115,Agra,Uttar Pradesh,Voltix,43.03,64.57,2745,336,3.26,Seasonal_Discount
2025/11/07,2025-11,0259,Dausa,Rajasthan,BullForce,38.68,62.36,610,100,3.23,None
2025/05/14,2025-05,DST_0074,Thanjavur,Tamil Nadu,PulseDrop,44.77,60.16,1389,140,4.47,
2026/05/18,2026-05,DST_0091,Theni,Tamil Nadu,Voltix,28.06,63.44,543,42,3.08,None
2026-05-16T00:00:00+05:30,2026-05,0088,Ranipet,Tamil Nadu,Torque,53.8,53.86,903,52,2.75,Seasonal_Discount
2024/09/16,2024-09,DST_0280,Eluru,Andhra Pradesh,BullForce,54.12,48.95,1335,230,4.22,None
08-12-26,2026-08,DST_0149,Bijnor,Uttar Pradesh,PulseDrop,46.75,58.11,1979,253,3.63,Seasonal_Discount
2025/01/09,2025-01,DST_0262,Banswara,Rajasthan,Voltix,30.21,63.31,487,41,3.6,None
02-19-26,2026-02,DST_0254,Tonk,Rajasthan,PulseDrop,44.04,49.68,693,74,3.39,None
07-07-2025,2025-07,DST_0055,Kodagu,Karnataka,BullForce,52.0,57.18,291,24,3.91,
1786160280000,2026-08,DST_0129,Budaun,Uttar Pradesh,Apex Energy,12.31,19.6,470,5,1.67,None
03-18-25,2025-03,DST_0069,Salem,Tamil Nadu,BullForce,52.79,48.47,2782,483,4.22,Special_Kirana_Margin
2025/08/21,2025-08,DST_0196,Jalpaiguri,West Bengal,Torque,25.32,54.96,1155,227,4.4,None
1729230480000,2024-10,DST_0131,Rampur,Uttar Pradesh,Torque,32.76,50.24,879,90,4.49,Seasonal_Discount
2026/04/17,2026-04,DST_0203,Birbhum,West Bengal,Apex Energy,11.73,23.68,403,1,2.77,None
2025/09/02,2025-09,DST_0194,Murshidabad,West Bengal,PulseDrop,39.13,34.67,3002,453,3.18,None
07-07-25,2025-07,0131,Rampur,Uttar Pradesh,PulseDrop,40.38,60.78,1084,72,5.29,None
03-17-25,2025-03,DST_0069,Salem,Tamil Nadu,Apex Energy,44.36,57.54,2338,254,3.86,None
2025/12/19,2025-12,DST_0138,Raebareli,Uttar Pradesh,BullForce,27.74,43.68,874,161,2.61,Seasonal_Discount
2025/06/10,2025-06,DST_0298,Bhopal,Madhya Pradesh,Voltix,45.26,41.21,2075,119,5.41,Seasonal_Discount
08-15-25,2025-08,DST_0146,Sultanpur,Uttar Pradesh,Voltix,37.3,42.4,1232,85,3.14,Seasonal_Discount
2024-11-12T00:00:00+05:30,2024-11,DST_0319,Neemuch,Madhya Pradesh,Voltix,37.43,58.38,376,59,4.4,None
07-04-2025,2025-04,DST_0132,Mirzapur,Uttar Pradesh,Voltix,32.86,62.97,816,60,3.98,Seasonal_Discount
18-01-2025,2025-01,DST_0182,Botad,Gujarat,Voltix,52.11,56.55,428,84,5.47,None
2025/03/06,2025-03,DST_0004,Thane,Maharashtra,BullForce,26.92,52.46,4079,770,2.94,None
2025-02-02T00:00:00Z,2025-02,DST_0024,Dhule,Maharashtra,Torque,52.35,30.27,1279,134,4.4,None
14-01-2025,2025-01,DST_0100,Central Delhi,Delhi NCR,PulseDrop,87.76,91.89,1124,467,7.58,Discount_15pct
2025/09/17,2025-09,DST_0231,Rajanna Sircilla,Telangana,Apex Energy,48.85,49.26,294,26,4.96,None
1763631600000,2025-11,DST_0155,Bhavnagar,Gujarat,Apex Energy,47.45,49.04,1877,308,2.83,None
19-11-2024,2024-11,0274,Tirupati,Andhra Pradesh,PulseDrop,37.17,60.07,1167,148,3.12,None
12-21-24,2024-12,0107,South East Delhi,Delhi NCR,PulseDrop,25.93,61.45,1226,78,5.46,Seasonal_Discount
11-03-2026,2026-03,DST_0299,Jabalpur,Madhya Pradesh,Apex Energy,84.49,89.75,3354,1662,8.68,Active_BOGO_Scheme
08-07-2026,2026-07,DST_0174,Dahod,Gujarat,Voltix,23.23,13.96,457,0,2.33,None
16-10-2025,2025-10,DST_0112,Kanpur Nagar,Uttar Pradesh,Voltix,47.39,37.53,3743,652,5.47,None
07-14-26,2026-07,DST_0194,Murshidabad,West Bengal,BullForce,27.46,45.6,2106,357,4.13,None
10-17-25,2025-10,DST_0126,Ayodhya,Uttar Pradesh,PulseDrop,52.97,43.08,1303,143,4.62,None
16-03-2025,2025-03,0257,Bundi,Rajasthan,Torque,31.66,40.13,379,58,3.34,Seasonal_Discount
06-07-2025,2025-07,DST_0113,Varanasi,Uttar Pradesh,PulseDrop,27.63,61.55,1424,108,2.88,Seasonal_Discount
02-04-2025,2025-04,DST_0106,South Delhi,Delhi NCR,Torque,71.15,89.53,4248,1511,6.85,Bundle_Pack
14-12-2025,2025-12,DST_0246,Alwar,Rajasthan,Voltix,47.78,58.02,1846,385,3.84,Discount_10pct
2025-11-17T00:00:00+05:30,2025-11,0025,Jalna,Maharashtra,Apex Energy,29.07,57.88,607,68,3.76,None
03-12-2024,2024-12,DST_0144,Deoria,Uttar Pradesh,Torque,41.22,62.92,1201,156,5.4,None
02-17-26,2026-02,DST_0205,Purulia,West Bengal,Torque,18.07,24.09,519,2,1.27,None
2026/02/11,2026-02,DST_0081,Krishnagiri,Tamil Nadu,PulseDrop,52.48,30.66,1106,87,2.82,None
2025-04-04T00:00:00+05:30,2025-04,0270,Pratapgarh,Rajasthan,Apex Energy,49.61,30.77,392,78,2.57,Seasonal_Discount
06-07-2025,2025-07,DST_0244,Udaipur,Rajasthan,Torque,53.43,52.61,1770,202,4.77,Special_Kirana_Margin
2025/05/21,2025-05,DST_0017,Raigad,Maharashtra,BullForce,31.33,51.2,1087,65,2.62,Seasonal_Discount
2026/02/04,2026-02,DST_0096,Tiruvarur,Tamil Nadu,Apex Energy,29.22,40.25,398,65,5.49,Seasonal_Discount
2026/07/13,2026-07,0077,Chengalpattu,Tamil Nadu,Torque,48.94,37.13,2191,264,3.93,None
14-05-2026,2026-05,DST_0059,Ramanagara,Karnataka,Torque,43.74,52.55,544,45,3.2,Seasonal_Discount
2025-10-03T00:00:00Z,2025-10,DST_0164,Porbandar,Gujarat,BullForce,42.34,33.82,367,73,5.44,None
09-12-25,2025-09,DST_0116,Meerut,Uttar Pradesh,PulseDrop,42.53,42.6,2217,389,4.88,None
2026-06-08T00:00:00+05:30,2026-06,DST_0048,Hassan,Karnataka,Torque,33.25,33.16,645,89,4.72,None
02-09-2024,2024-09,0333,Palakkad,Kerala,BullForce,47.15,63.14,1505,94,4.7,Seasonal_Discount
2025-01-21T00:00:00+05:30,2025-01,0188,Hooghly,West Bengal,Apex Energy,93.48,89.4,6943,3308,9.62,Active_BOGO_Scheme
1728362880000,2024-10,DST_0141,Jaunpur,Uttar Pradesh,Voltix,43.62,40.79,1787,305,3.04,None
2025/09/12,2025-09,0309,Khandwa,Madhya Pradesh,Apex Energy,50.32,60.2,711,58,4.77,None
16-04-2026,2026-04,DST_0234,Mulugu,Telangana,Apex Energy,42.84,31.07,94,11,4.21,None
10-19-24,2024-10,DST_0243,Ajmer,Rajasthan,BullForce,26.9,53.75,944,173,5.18,Seasonal_Discount
2025/05/14,2025-05,DST_0251,Jhunjhunu,Rajasthan,Apex Energy,52.28,31.31,1253,214,2.63,None
2026/07/02,2026-07,DST_0191,Purba Bardhaman,West Bengal,Apex Energy,47.73,57.59,3138,343,3.68,None
2024-12-19T00:00:00Z,2024-12,DST_0035,Parbhani,Maharashtra,Torque,45.23,47.68,1024,107,3.24,Seasonal_Discount
10-07-2026,2026-07,0172,Mahisagar,Gujarat,Torque,32.22,34.19,300,24,4.01,Seasonal_Discount
21-10-2025,2025-10,DST_0063,Gadag,Karnataka,Torque,37.31,32.69,517,32,2.67,Seasonal_Discount
2025-07-20T00:00:00+05:30,2025-07,0133,Bulandshahr,Uttar Pradesh,BullForce,36.69,36.19,1476,187,5.19,None
04-10-2024,2024-10,DST_0098,Virudhunagar,Tamil Nadu,PulseDrop,48.88,46.96,1436,121,3.6,Seasonal_Discount
19-11-2025,2025-11,DST_0039,Belagavi,Karnataka,BullForce,54.62,52.96,3001,727,3.64,Discount_10pct
12-14-24,2024-12,DST_0310,Morena,Madhya Pradesh,Torque,36.95,32.44,825,103,3.76,Seasonal_Discount
11-06-24,2024-11,DST_0291,Anakapalli,Andhra Pradesh,Voltix,39.03,32.86,821,98,2.7,Seasonal_Discount
1725622800000,2024-09,DST_0302,Sagar,Madhya Pradesh,Voltix,44.51,54.43,1291,99,3.0,None
07-13-25,2025-07,DST_0121,Moradabad,Uttar Pradesh,Torque,48.0,34.9,2890,422,4.05,None
2024/12/06,2024-12,DST_0090,Tenkasi,Tamil Nadu,Apex Energy,40.09,40.08,790,66,2.59,Seasonal_Discount
12-07-2026,2026-07,DST_0233,Jangaon,Telangana,Apex Energy,26.21,52.03,145,19,3.21,Seasonal_Discount
2025/08/03,2025-08,DST_0300,Gwalior,Madhya Pradesh,Torque,37.9,50.85,1294,137,4.06,None
2025/11/19,2025-11,DST_0118,Gautam Buddha Nagar,Uttar Pradesh,Voltix,53.37,41.11,1429,252,3.72,None
21-02-2025,2025-02,DST_0073,Vellore,Tamil Nadu,Torque,33.71,33.76,762,74,5.05,None
2024/09/17,2024-09,DST_0239,Jaipur,Rajasthan,PulseDrop,46.39,54.95,4696,811,3.33,
2025/01/08,2025-01,DST_0104,North East Delhi,Delhi NCR,Torque,39.06,52.41,1926,336,2.9,None
02-07-2026,2026-07,0329,Calicut,Kerala,Torque,44.33,56.81,2377,348,4.11,Discount_10pct
1773823140000,2026-03,DST_0182,Botad,Gujarat,Apex Energy,30.3,36.19,249,32,4.53,None
2025-02-14T00:00:00+05:30,2025-02,0144,Deoria,Uttar Pradesh,BullForce,36.21,47.45,1055,107,4.73,None
1754491440000,2025-08,DST_0098,Virudhunagar,Tamil Nadu,Voltix,29.9,44.8,879,74,4.54,None
2025/12/20,2025-12,DST_0081,Krishnagiri,Tamil Nadu,BullForce,51.36,60.4,1083,108,2.75,None
05-07-2025,2025-07,DST_0264,Sirohi,Rajasthan,PulseDrop,29.9,39.85,334,17,4.2,None
2025/05/12,2025-05,0180,Amreli,Gujarat,Apex Energy,49.41,37.55,870,121,4.33,None
17-11-2024,2024-11,DST_0246,Alwar,Rajasthan,PulseDrop,44.3,65.94,1712,237,4.5,None
07-05-2026,2026-05,DST_0126,Ayodhya,Uttar Pradesh,BullForce,52.21,35.76,1284,133,4.18,None
2024/09/09,2024-09,DST_0144,Deoria,Uttar Pradesh,PulseDrop,29.24,53.76,852,137,5.01,None
10-07-25,2025-10,DST_0061,Yadgir,Karnataka,Voltix,24.46,27.52,306,0,3.19,None
2026-02-12T00:00:00+05:30,2026-02,DST_0025,Jalna,Maharashtra,Voltix,43.24,31.26,902,160,2.63,Seasonal_Discount
03-05-2025,2025-05,DST_0323,Betul,Madhya Pradesh,Voltix,38.39,58.76,653,110,3.53,Seasonal_Discount
02-01-2026,2026-01,DST_0019,Sindhudurg,Maharashtra,BullForce,41.72,37.47,347,32,4.67,Seasonal_Discount
2026-02-11T00:00:00+05:30,2026-02,DST_0038,Mysuru,Karnataka,Voltix,82.03,93.77,3382,1513,7.87,Active_BOGO_Scheme
09-05-2026,2026-05,DST_0315,Vidisha,Madhya Pradesh,Voltix,50.5,39.08,826,54,4.08,None
04-16-25,2025-04,DST_0148,Lakhimpur Kheri,Uttar Pradesh,Voltix,31.34,32.37,1202,239,3.8,None
07-08-2025,2025-08,DST_0084,Nilgiris,Tamil Nadu,Apex Energy,29.79,35.56,356,65,2.84,
2026-05-05T00:00:00Z,2026-05,DST_0064,Haveri,Karnataka,PulseDrop,38.84,32.8,678,135,3.39,None
05-10-26,2026-05,DST_0070,Tirunelveli,Tamil Nadu,Torque,49.11,48.75,1215,163,4.73,None
15-02-2026,2026-02,DST_0202,Dakshin Dinajpur,West Bengal,Torque,53.12,38.19,886,53,4.28,Seasonal_Discount
2026/06/11,2026-06,DST_0224,Bhadradri Kothagudem,Telangana,Apex Energy,34.57,46.85,461,68,2.73,None
09-10-25,2025-09,DST_0044,Tumakuru,Karnataka,BullForce,50.47,34.14,1497,165,5.38,None
2025-09-19T00:00:00+05:30,2025-09,DST_0246,Alwar,Rajasthan,Apex Energy,53.59,67.14,2071,334,5.01,Discount_10pct
15-06-2026,2026-06,DST_0133,Bulandshahr,Uttar Pradesh,Voltix,42.05,37.37,1691,174,2.83,None
07-08-2025,2025-08,DST_0337,Kasaragod,Kerala,Apex Energy,49.06,40.84,862,160,4.52,None
2025/02/03,2025-02,DST_0170,Aravalli,Gujarat,PulseDrop,33.88,64.82,340,48,4.22,None
03-06-2025,2025-06,DST_0147,Ballia,Uttar Pradesh,BullForce,46.98,62.16,1409,183,3.69,None
06-07-2025,2025-07,DST_0039,Belagavi,Karnataka,BullForce,47.97,48.78,2636,440,5.14,Special_Kirana_Margin
07-02-2026,2026-02,DST_0111,Lucknow,Uttar Pradesh,PulseDrop,54.46,53.35,4308,487,3.59,Seasonal_Discount
2025/12/16,2025-12,DST_0069,Salem,Tamil Nadu,Voltix,50.33,63.53,2652,421,5.09,Special_Kirana_Margin
2025/08/03,2025-08,DST_0315,Vidisha,Madhya Pradesh,PulseDrop,46.74,35.07,764,39,3.58,None
2026/08/21,2026-08,DST_0263,Jalore,Rajasthan,BullForce,38.26,40.77,637,68,4.81,None
18-11-2025,2025-11,DST_0265,Sawai Madhopur,Rajasthan,BullForce,43.42,44.12,626,76,5.31,None
10-09-24,2024-10,DST_0250,Sri Ganganagar,Rajasthan,Torque,37.82,30.87,876,144,5.37,None
02-02-25,2025-02,DST_0262,Banswara,Rajasthan,PulseDrop,27.14,63.75,437,64,4.45,None
13-01-2025,2025-01,DST_0128,Firozabad,Uttar Pradesh,Torque,54.53,64.82,1737,157,2.83,Seasonal_Discount
2025/08/14,2025-08,DST_0290,West Godavari,Andhra Pradesh,BullForce,36.83,62.27,762,88,2.94,None
04-08-2026,2026-08,DST_0057,Koppal,Karnataka,PulseDrop,30.62,39.41,441,45,4.09,Seasonal_Discount
20-06-2026,2026-06,DST_0325,Datia,Madhya Pradesh,BullForce,50.64,53.45,446,34,4.24,None
07-02-2026,2026-02,DST_0333,Palakkad,Kerala,PulseDrop,33.93,57.92,1082,67,5.47,Seasonal_Discount
2025-05-03T00:00:00Z,2025-05,DST_0317,Mandsaur,Madhya Pradesh,Voltix,38.41,60.63,563,100,2.75,Seasonal_Discount
